decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
Information Collected by This App,Information collected by this app,100.0,2684,main,"We collect information from browsers, computers or mobile devices that provide us with technical information when you access or use related mobile applications and services. This technical information includes device and network information, cookies, log files, and analysis information. Learn more about how we use cookies in our cookie policy.",345,<generic>,<what>
Information Collected by This App,Information collected by this app,100.0,2684,main,"Log files are used by related mobile apps and services. The information stored in such files includes IP address, browser type, Internet Service Provider (ISP), reference/exit page, platform type, date/time stamp, and number of clicks. This information is used to analyze trends, manage, protect and secure related mobile applications and services, track the synthesis of member campaigns, and collect extensive demographic information for aggregation. IP addresses can be linked to session IDs, athlete IDs, and device identification characteristics.",551,<generic>,<what>
How We Share Information,How to share information,91.66666666666666,8351,main,"How to share informationIn addition to sharing the aggregated data about our members, we also share information that identifies you based on your preferences to run our business, provide it to relevant mobile applications and services, and meet legal needs, as described below.service provider",293,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"We may share your information with third parties who provide services to the App, such as supporting and improving related mobile applications and services, promoting relevant mobile applications and services, processing payments or fulfilling orders. These service providers can only access the information they need to perform these limited functions on their behalf and must protect your information. We may also ask our service providers to collect information about your use of relevant mobile applications and services for a period of time so that we or they can promote Strava or display and related mobile apps and services or other websites or services. Information about your interests.",696,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,Share information and events,28,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"As a social network, we share your information with other App members and the public based on your privacy settings. For example, your full or partial name and other profile information may be viewed by other App members and the public, and depending on your privacy settings, other information you provide may also be viewable. You can choose to invite your contacts to use a third-party channel or otherwise view your location and activity. If you link your App account to another social network and share your activity, viewers will see it on such third-party platforms, including your location. When sharing information through third parties, you should be cautious and carefully review the privacy practices of such third parties.",735,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"Publicly available informationYour information and content are available for public access and search by other App members and non-members. We have multiple tools to control your information sharingThird-party services integrated through API or other meansThey may receive you when you choose to use third-party apps, plug-ins, or websites that are integrated with related mobile apps and services, or when you use this app with third-party (for example, initiated challenges) Information and content, including your photos and your event data (including private events). The information collected by these third parties is subject to its terms and policies. This app is not responsible for third party terms or policies.",721,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"Subsidiaries and investors of our business or assetsWe may share your information with affiliated companies that we control together, and affiliates must comply with the terms of this Privacy Policy regarding user information. If the App involves business mergers, securities issuance, bankruptcy, restructuring, dissolution, or other similar transactions, we may share or transmit your information for such transactions.Legal requirements",439,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"If we determine that such disclosure is in compliance with the law (including responding to court orders, warrants, subpoenas or other legal or regulatory procedures) or reasonably necessary, we may save your information and third parties (including in your country of residence or Share your information with law enforcement agencies, public or government agencies or private litigants outside the country. If we determine that disclosure is reasonably necessary or appropriate to prevent death or serious personal injury, resolve national security issues or other publicly important issues, prevent or detect violations of our Terms of Service or fraudulently abuse or abuse the App or its Member's actions, or protection of our business or our property or other legal rights, including disclosure of information relating to actual or potential litigation to our legal counsel and other advisors and third parties, we may also retain, preserve or disclose your message",970,<first>,<why>
How We Share Information,How to share information,91.66666666666666,8351,main,"DMCA statementWhen we forward the Digital Millennium Copyright Act (DMCA) notice, we may share your information with third parties, and these notices will be forwarded as they are forwarded to us, without deleting anything.How",226,<first>,<why>
How We Protect Information, do we protect information,92.3076923076923,12475,main, do we protect information?,27,<third>,<how-used>
How We Protect Information, do we protect information,92.3076923076923,12475,main,"We take steps to protect the collection, transmission and storage of the data we collect. Although we strive to take reasonable protection based on your information sensitivity, we do not warrant and guarantee the security of the information you share with us. We are not liable if your information or content is stolen, destroyed, lost or inadvertently disclosed. There is no 100% secure system. Related mobile applications and services use industry standard Secure Sockets Layer (SSL) technology to allow encryption of personal information and credit card numbers. Strava employs leading companies in the network security (including related mobile application and service verification) industries to enhance the security of relevant mobile applications and services for this app. The relevant mobile apps and services have been registered with the website accreditation body, allowing your browser to confirm the identity of the app before sending any personal information. In addition, the App's secure server uses advanced firewall technology to protect this information.",1075,<third>,<how-used>
How We Protect Information, do we protect information,92.3076923076923,12475,main," To help ensure that these measures are effective in preventing unauthorized access to your private information, you should be aware of the security features you can use through your browser. You should use a secure browser to submit your credit card information and other personal information in relevant mobile apps and services. Please note that if you do not use an SSL-enabled browser, it may result in data being intercepted. ",432,<third>,<how-used>
How We Protect Information, do we protect information,92.3076923076923,12475,main,"Most browsers can notify you if you switch between secure and unsecured communication, receive invalid service identification information for the relevant mobile applications and services that you are communicating with, or send information over an insecure connection. . This app recommends that you enable these browser features to ensure your communication is secure. You can also monitor the URL of the service you are accessing (the secure URL starts with https:// instead of http://) and the browser's security flag to help determine when you are communicating with the secure server. You can also view the security certificate details for connected mobile apps and services. Please use secure communication to check the validity of any Services you are connected to.",773,<third>,<how-used>
How We Protect Information, do we protect information,92.3076923076923,12475,main,"DisclaimerAlthough this app keeps trying to protect your personal information, it does not guarantee the absolute security of data transmission on the Internet. This app cannot guarantee or guarantee the security of any information you transmit to this app. The transmission of personal information is at your own risk.privacy settingThis app offers several features and settings to help you manage your privacy and how to share your event. Most ",446,<third>,<how-used>
Privacy Settings,privacy settings,100.0,15237,main,"privacy settings are on your privacy settings page, but some are for individual events or athletes. This app gives you the option to make sure your event is not public.Adjust notifications and email preferences",210,<security>,<how-gathered>
Privacy Settings,privacy settings,100.0,15237,main,"This app offers a variety of ways to manage the notifications you receive. You can choose to stop receiving certain emails and notifications by explaining your preferences here. You can also unsubscribe by following the instructions at the bottom of each email. Any email related to management or services (confirming the purchase or update of this Privacy Policy or our Terms of Service, etc.) generally does not provide an option to unsubscribe as they are required to provide the relevant mobile applications and services you request.",537,<security>,<how-gathered>
Privacy Settings,privacy settings,100.0,15237,main,"Update account informationYou can correct, edit, or update your profile or account information at any time by adjusting the information in your account settings. Delete information and accountYou can request to delete your account in the adjustment account settings. Once deleted, your data (including your account, activity, and location on the leaderboard) cannot be recovered.",379,<security>,<how-gathered>
EU Member Rights,EU member rights,100.0,16371,main,"EU member rightsIf you live permanently within the European Union, you have the right to access, correct, download or erase your information, as well as the right to limit and object to certain situations that process your information. Although some of these rights generally apply, certain rights apply only to certain limited circumstances. We describe these rights below:Oppose",380,<choice>,<when>
EU Member Rights,EU member rights,100.0,16371,main,"If we process your information in accordance with the legal interest of the above explanation, you may object to such processing in certain circumstances. In this case, we will stop processing your information unless we have a reasonable reason to continue processing or for legal reasons.Withdrawal of consent",310,<choice>,<when>
EU Member Rights,EU member rights,100.0,16371,main,"If you have previously agreed to, for example, allow us to process data related to your health, you have the right to withdraw your consent to process your information at any time. For example, you can cancel your consent by updating your settings. In some cases, we may continue to process your information after you cancel your consent if we have a legal basis or if your cancellation is limited to certain processing activities.Complaint",440,<choice>,<when>
EU Member Rights,EU member rights,100.0,16371,main,"If you wish to be concerned about our use of your information (and do not affect any other rights you may have), you have the right to raise concerns with your local regulatory authority.transferRelated mobile applications and services are operated from China. If you are located outside of China and choose to use the relevant mobile applications and services or provide us with information, your information will be transmitted, processed and stored in China as it is necessary to provide relevant mobile applications and services and to enforce the Terms of Service. . The protection provided by US privacy laws may differ from the laws of your jurisdiction.",661,<choice>,<when>
Information Retention,Information retention,100.0,18172,main,Information retention,21,<choice>,<how-gathered>
Information Retention,Information retention,100.0,18172,main,"We will retain information whenever it is necessary to provide relevant mobile applications and services to you and others, subject to legal obligations to retain such information further. Information about your account is usually retained until you no longer need to provide relevant mobile apps and services or your account is deleted. In addition, you can delete certain items of information (for example, profile information) and remove individual events from the relevant mobile apps and services view without having to delete your account. For example, if you cancel the consent of this app to process information related to your health, the app will delete all health-related information that you upload. After deleting your account, it may take up to 30 days to completely remove your personal information and system logs from our system. In addition, we may retain information about deleted accounts in order to comply with the law, prevent fraud, charge fees, resolve disputes, resolve issues, assist with investigations, enforce the Terms of Service, and take other actions permitted by law. The information we retain will be processed in accordance with this Privacy Policy.",1186,<choice>,<how-gathered>
Information Retention,Information retention,100.0,18172,main," Providing our relevant mobile applications and services no longer requires and involves information about you, it may un-identify the features and aggregate them with other non-personal data to provide insights into the commercial value of the App, such as Statistics for mobile apps and services. For example, we may retain publicly available sections or routes and other non-personalized geographic locations.",412,<choice>,<how-gathered>
Privacy Policy Information,Privacy Policy Information,100.0,19795,main,"Privacy Policy InformationThis app reserves the right to modify this Privacy Policy at any time. Please check it from time to time. If this App changes this Privacy Policy, it will promptly publish an updated Privacy Policy in the relevant mobile applications and services. If we make a major change, we will issue a noticeable notice. If you object to any changes to the Privacy Policy, you should stop using the relevant mobile apps and services and delete your account.",472,<retention>,<what>
Contact Us,Contact us,100.0,20269,main,Contact us:email:linzhao@szkct.cnwebsite:www.szkct.cn,53,<contact>,<other>
